"id","year","season","scheme","state_name","state_code","district_count","farmer_count","loanee","non_loanee","area_insured","sum_insured","farmer_share","goi_share","state_share","male","female","transgender","sc","st","obc","gen","marginal","small","other","iu_count","gross_premium"
190,"2021-01-01","Kharif","PMFBY","Maharashtra","27",34.0,3607307.0,1045534.0,7361795.0,4875.38,1895414.3,44203.35,195500.89,211658.0,80.87,19.11,0.02,5.2,2.17,35.31,57.32,10.14,83.12,6.74,2430.0,451362.24
191,"2021-01-01","Kharif","PMFBY","Manipur","14",7.0,2147.0,952.0,1754.0,2.46,1679.35,33.85,112.49,12.5,60.35,39.65,0.0,11.94,6.43,29.12,52.51,34.74,61.27,3.99,41.0,158.84
192,"2021-01-01","Kharif","PMFBY","Odisha","21",30.0,1235937.0,5972073.0,2391724.0,1050.22,707755.33,14146.14,62296.94,62296.94,84.0,15.97,0.03,7.84,12.91,58.63,20.62,16.28,78.8,4.92,6873.0,138740.02
193,"2021-01-01","Kharif","PMFBY","Puducherry","34",3.0,2882.0,64.0,3683.0,2.59,1753.66,0.03,46.13,81.17,67.25,32.69,0.06,7.34,0.11,59.89,32.66,1.68,97.36,0.96,90.0,127.33
194,"2021-01-01","Kharif","PMFBY","Rajasthan","8",33.0,3091409.0,17956448.0,987321.0,6741.74,1845223.0,38572.37,153432.64,167493.79,87.58,12.27,0.15,8.0,8.97,62.56,20.47,20.27,49.85,29.88,11341.0,359498.8
195,"2021-01-01","Kharif","PMFBY","Sikkim","11",4.0,2142.0,54.0,2316.0,0.28,252.78,8.51,0.97,0.11,87.05,12.95,0.0,0.68,9.66,21.86,67.8,27.3,72.07,0.63,79.0,9.59
196,"2021-01-01","Kharif","PMFBY","Tamil Nadu","33",34.0,48355.0,1982.0,139916.0,43.42,21970.07,504.74,2008.68,2336.35,83.5,16.48,0.02,5.99,0.93,58.05,35.03,9.31,87.47,3.22,833.0,4849.77
197,"2021-01-01","Kharif","PMFBY","Tripura","16",8.0,170350.0,15817.0,236344.0,37.83,26118.15,26.07,242.1,523.18,82.24,17.73,0.03,9.97,27.06,10.2,52.77,17.32,79.29,3.39,1107.0,791.35
198,"2021-01-01","Kharif","PMFBY","Uttar Pradesh","9",75.0,1788981.0,2006457.0,149413.0,1558.52,783033.98,15660.58,31356.4,31487.05,90.91,9.04,0.05,5.99,0.64,35.98,57.39,32.23,59.21,8.56,49248.0,78504.03
199,"2021-01-01","Kharif","PMFBY","Uttarakhand","5",13.0,44684.0,25374.0,25724.0,11.86,8131.02,162.62,71.55,71.55,89.05,10.93,0.02,13.26,5.14,10.86,70.74,18.95,79.13,1.92,820.0,305.72
200,"2021-01-01","Kharif","WBCIS","Chhattisgarh","22",28.0,11365.0,7048.0,15346.0,12.37,12736.87,636.84,1467.88,3476.21,89.15,10.83,0.02,5.22,18.36,61.71,14.71,17.95,58.65,23.4,575.0,5580.93
201,"2021-01-01","Kharif","WBCIS","Himachal Pradesh","2",10.0,8089.0,8836.0,111.0,1.89,1797.01,89.85,142.66,142.66,92.49,7.47,0.04,9.57,9.04,4.4,76.99,47.27,49.78,2.95,780.0,375.17
202,"2021-01-01","Kharif","WBCIS","Kerala","32",12.0,21083.0,14059.0,14767.0,16.4,13096.44,273.89,1815.79,1824.61,69.2,30.76,0.04,0.9,0.07,83.11,15.92,29.9,67.4,2.7,299.0,3914.29
203,"2021-01-01","Kharif","WBCIS","Maharashtra","27",25.0,104199.0,50915.0,79367.0,97.39,107862.61,5534.0,4559.82,4917.16,84.26,15.71,0.03,3.3,0.56,26.32,69.82,9.91,75.87,14.22,912.0,15010.98
204,"2021-01-01","Kharif","WBCIS","Rajasthan","8",11.0,6944.0,9655.0,1.0,9.83,3281.22,164.06,183.97,183.97,92.32,7.62,0.06,9.09,2.16,49.02,39.73,9.75,13.57,76.68,282.0,532.0
205,"2021-01-01","Kharif","WBCIS","Uttar Pradesh","9",18.0,5547.0,6071.0,454.0,2.61,2955.52,147.78,111.83,111.87,91.92,8.08,-0.0,1.35,0.49,13.38,84.78,20.29,71.72,7.99,70.0,371.48
206,"2021-01-01","Kharif","WBCIS","Uttarakhand","5",11.0,51274.0,52272.0,10075.0,37.77,30438.29,1521.91,2775.37,2775.37,95.88,4.1,0.02,15.55,11.14,12.72,60.59,13.6,85.55,0.85,105.0,7072.65
207,"2021-01-01","Rabi","PMFBY","Andaman & Nicobar Islands","35",2.0,169.0,169.0,1.0,0.04,38.24,0.19,1.77,3.33,70.0,30.0,0.0,0.0,0.0,98.24,1.76,10.0,90.0,0.0,8.0,5.29
208,"2021-01-01","Rabi","PMFBY","Assam","18",29.0,563406.0,8203.0,567781.0,364.63,256604.11,100.75,4850.58,4422.55,73.28,26.69,0.03,0.98,2.11,3.32,93.59,33.86,64.96,1.18,1641.0,9373.88
209,"2021-01-01","Rabi","PMFBY","Chhattisgarh","22",25.0,222857.0,802921.0,151650.0,349.19,122105.06,1831.55,7829.32,7829.32,90.91,9.01,0.08,8.52,7.58,77.03,6.87,21.19,53.81,25.0,4487.0,17490.19
210,"2021-01-01","Rabi","PMFBY","Goa","30",1.0,12.0,0.0,15.0,0.0,1.33,0.02,0.0,0.0,100.0,0.0,0.0,0.0,0.0,53.33,46.67,0.0,100.0,0.0,9.0,0.03
211,"2021-01-01","Rabi","PMFBY","Haryana","6",22.0,512583.0,660909.0,72277.0,824.44,506695.77,7600.4,13621.56,13629.17,90.38,9.59,0.03,0.79,0.04,14.67,84.5,22.07,56.69,21.24,6706.0,34851.13
212,"2021-01-01","Rabi","PMFBY","Himachal Pradesh","2",10.0,84111.0,86738.0,756.0,30.81,9243.39,138.65,542.87,542.87,91.97,8.0,0.03,5.1,2.82,7.75,84.33,37.31,57.28,5.41,125.0,1224.39
213,"2021-01-01","Rabi","PMFBY","Jammu And Kashmir","1",4.0,37200.0,38942.0,128.0,20.38,16311.33,244.67,709.05,709.05,95.9,4.08,0.02,7.69,1.89,1.75,88.67,39.48,56.22,4.3,60.0,1662.77
214,"2021-01-01","Rabi","PMFBY","Kerala","32",14.0,4794.0,6734.0,1442.0,4.29,3570.13,57.49,60.14,60.14,65.77,34.09,0.14,0.91,0.02,22.0,77.07,36.96,60.37,2.67,197.0,177.77
215,"2021-01-01","Rabi","PMFBY","Madhya Pradesh","23",52.0,2006657.0,4533289.0,14023.0,5227.38,2064541.07,30968.09,108732.08,108732.08,89.65,10.21,0.14,4.81,4.46,60.9,29.83,13.4,47.98,38.62,20751.0,248432.25
216,"2021-01-01","Rabi","PMFBY","Maharashtra","27",32.0,661615.0,106836.0,1138060.0,845.84,295314.51,4873.16,28598.75,34245.96,82.01,17.97,0.02,2.57,0.77,29.78,66.88,9.97,80.83,9.2,1764.0,67717.87
217,"2021-01-01","Rabi","PMFBY","Manipur","14",6.0,123.0,0.0,125.0,0.05,23.48,0.58,0.22,0.02,60.0,40.0,0.0,0.0,65.6,18.4,16.0,26.4,71.2,2.4,11.0,0.82
218,"2021-01-01","Rabi","PMFBY","Odisha","21",30.0,34850.0,168036.0,61120.0,41.78,28239.19,413.23,432.17,432.17,88.26,11.66,0.08,6.01,9.49,68.06,16.44,16.98,71.16,11.86,846.0,1277.57
219,"2021-01-01","Rabi","PMFBY","Puducherry","34",3.0,10774.0,134.0,32123.0,11.51,7597.68,0.14,219.36,353.21,70.11,29.81,0.08,6.76,0.13,65.27,27.84,6.13,91.57,2.3,114.0,572.71
220,"2021-01-01","Rabi","PMFBY","Rajasthan","8",33.0,2362884.0,15062641.0,840271.0,4047.68,2304298.86,43210.71,102647.69,110132.95,87.98,11.89,0.13,7.48,9.6,63.21,19.71,20.72,53.06,26.22,10568.0,255991.35
221,"2021-01-01","Rabi","PMFBY","Sikkim","11",3.0,100.0,0.0,105.0,0.01,15.91,0.24,0.33,0.04,86.67,13.33,-0.0,0.0,6.67,2.86,90.47,90.48,9.52,-0.0,17.0,0.61
222,"2021-01-01","Rabi","PMFBY","Tamil Nadu","33",41.0,1390188.0,560704.0,5482757.0,1624.9,1071391.85,17383.59,110169.71,174315.29,71.5,28.47,0.03,9.57,0.18,47.8,42.45,9.17,87.48,3.35,11894.0,301868.59
223,"2021-01-01","Rabi","PMFBY","Tripura","16",8.0,74684.0,3846.0,83841.0,15.02,10410.01,12.26,142.13,161.02,83.13,16.84,0.03,7.6,18.39,7.48,66.53,27.44,70.78,1.78,73.0,315.41
224,"2021-01-01","Rabi","PMFBY","Uttar Pradesh","9",75.0,1667412.0,1874643.0,106043.0,1414.76,885391.37,14006.67,30345.54,30345.54,91.06,8.89,0.05,5.67,0.74,35.58,58.01,32.07,58.98,8.95,50372.0,74697.75
225,"2021-01-01","Rabi","PMFBY","Uttarakhand","5",13.0,34452.0,17949.0,19553.0,9.55,6019.22,90.29,158.55,158.55,88.92,11.08,-0.0,12.93,12.68,12.09,62.3,23.99,73.59,2.42,879.0,407.39
226,"2021-01-01","Rabi","WBCIS","Chhattisgarh","22",28.0,9178.0,5129.0,13332.0,9.0,8435.2,421.76,891.99,1943.71,88.79,11.16,0.05,4.98,20.97,60.59,13.46,18.06,59.51,22.43,572.0,3257.46
227,"2021-01-01","Rabi","WBCIS","Himachal Pradesh","2",12.0,55799.0,59272.0,236.0,4116.62,33206.74,1660.34,2599.53,3267.24,91.36,8.62,0.02,10.44,14.27,1.71,73.58,38.77,55.14,6.09,1196.0,7527.11
228,"2021-01-01","Rabi","WBCIS","Kerala","32",12.0,33905.0,13314.0,39816.0,26.49,21002.45,333.98,2672.07,2672.26,67.64,32.32,0.04,1.78,0.12,70.59,27.51,19.5,77.27,3.23,242.0,5678.31
229,"2021-01-01","Rabi","WBCIS","Maharashtra","27",30.0,98586.0,87672.0,68267.0,113.55,151601.86,11881.78,18089.94,28333.73,84.46,15.48,0.06,1.46,1.72,39.79,57.03,18.58,67.45,13.97,1158.0,58305.45
230,"2021-01-01","Rabi","WBCIS","Rajasthan","8",22.0,31900.0,57884.0,125.0,20.37,24690.18,1234.51,2531.53,2531.53,91.54,8.37,0.09,6.25,11.21,66.42,16.12,22.11,30.47,47.42,846.0,6297.57
231,"2021-01-01","Rabi","WBCIS","Uttar Pradesh","9",25.0,1762.0,1466.0,761.0,0.9,619.38,30.97,36.0,39.09,87.7,12.3,-0.0,6.87,1.3,44.54,47.29,36.28,53.88,9.84,94.0,106.06
232,"2021-01-01","Rabi","WBCIS","Uttarakhand","5",13.0,23836.0,13090.0,23997.0,2416.42,44698.08,2234.9,5268.64,5268.72,92.76,7.22,0.02,5.75,32.25,22.81,39.19,16.21,81.15,2.64,106.0,12772.26
233,"2022-01-01","Kharif","PMFBY","Andaman & Nicobar Islands","35",2.0,131.0,131.0,0.0,0.05,35.83,0.18,1.25,1.79,76.34,23.66,-0.0,0.0,0.0,95.42,4.58,0.0,100.0,0.0,13.0,3.22
234,"2022-01-01","Kharif","PMFBY","Andhra Pradesh","28",26.0,2487913.0,7455667.0,0.0,1996.33,1842308.42,46442.0,65896.02,73036.07,73.98,25.99,0.03,1.17,1.1,80.23,17.5,0.0,100.0,0.0,13227.0,185374.09
235,"2022-01-01","Kharif","PMFBY","Assam","18",34.0,247882.0,8914.0,253745.0,170.85,112883.56,273.9,4682.4,2502.29,77.9,22.07,0.03,4.97,8.16,12.03,74.84,18.38,79.36,2.26,2174.0,7458.59
236,"2022-01-01","Kharif","PMFBY","Chhattisgarh","22",28.0,1296403.0,6036957.0,283047.0,1894.6,857096.02,17141.91,56676.52,56676.52,89.46,10.43,0.11,8.96,26.2,59.51,5.33,21.07,53.55,25.38,18818.0,130494.95
237,"2022-01-01","Kharif","PMFBY","Goa","30",2.0,196.0,34.0,301.0,0.06,41.7,0.96,0.09,0.09,88.36,11.64,0.0,0.0,27.76,16.72,55.52,3.88,86.87,9.25,50.0,1.13
238,"2022-01-01","Kharif","PMFBY","Haryana","6",22.0,543324.0,658944.0,158247.0,858.01,730100.45,28625.85,36543.93,36545.07,89.49,10.49,0.02,1.01,0.04,13.96,84.99,21.28,58.54,20.18,6635.0,101714.85
239,"2022-01-01","Kharif","PMFBY","Himachal Pradesh","2",10.0,94900.0,99454.0,857.0,34.66,10397.37,207.95,338.33,338.33,91.81,8.16,0.03,5.5,2.78,8.1,83.62,35.12,59.42,5.46,119.0,884.61
240,"2022-01-01","Kharif","PMFBY","Jammu And Kashmir","1",4.0,47881.0,49970.0,254.0,22.72,21946.02,438.92,962.44,962.44,95.65,4.33,0.02,6.48,1.67,1.79,90.06,33.02,63.47,3.51,62.0,2363.8
241,"2022-01-01","Kharif","PMFBY","Kerala","32",14.0,5183.0,5352.0,3541.0,4.4,3746.39,80.03,204.31,204.31,67.56,32.04,0.4,0.82,0.1,25.66,73.42,35.57,60.86,3.57,337.0,488.65
242,"2022-01-01","Kharif","PMFBY","Madhya Pradesh","23",52.0,2434028.0,9135444.0,483518.0,4844.21,1913401.59,39531.86,116881.81,116881.81,89.46,10.41,0.13,4.61,7.16,62.23,26.0,14.55,52.93,32.52,19884.0,273295.48
243,"2022-01-01","Kharif","PMFBY","Maharashtra","27",34.0,4356955.0,748975.0,8913180.0,5764.16,2783903.71,65609.37,187793.64,188098.75,80.12,19.85,0.03,5.15,2.08,33.18,59.59,7.9,87.15,4.95,2464.0,441501.76
244,"2022-01-01","Kharif","PMFBY","Manipur","14",9.0,3178.0,1398.0,2625.0,3.08,2126.55,44.28,132.21,14.69,56.8,43.18,0.02,9.25,24.21,23.89,42.65,36.96,56.2,6.84,58.0,191.18
245,"2022-01-01","Kharif","PMFBY","Meghalaya","17",6.0,270.0,263.0,7.0,0.06,59.99,2.69,2.37,0.26,27.78,72.22,0.0,0.0,99.26,0.0,0.74,56.67,41.85,1.48,12.0,5.32
246,"2022-01-01","Kharif","PMFBY","Odisha","21",30.0,1165138.0,5783113.0,2508551.0,978.93,704199.17,14076.49,63157.63,63157.63,83.24,16.73,0.03,7.74,15.75,56.64,19.87,16.71,78.2,5.09,6806.0,140391.75
247,"2022-01-01","Kharif","PMFBY","Puducherry","34",3.0,2815.0,27.0,6576.0,2.75,1865.91,0.03,43.41,80.7,71.03,28.96,0.01,5.85,0.24,59.67,34.24,4.73,93.28,1.99,82.0,124.14
248,"2022-01-01","Kharif","PMFBY","Rajasthan","8",33.0,3040308.0,20685106.0,1280930.0,6618.45,1869422.89,38925.63,156416.04,167506.81,87.06,12.79,0.15,7.94,8.12,63.69,20.25,19.26,50.27,30.47,11383.0,362848.48
249,"2022-01-01","Kharif","PMFBY","Sikkim","11",3.0,3181.0,3.0,3541.0,0.46,360.73,11.33,2.33,0.26,85.21,14.79,0.0,0.59,4.09,8.52,86.8,37.39,60.02,2.59,110.0,13.92
250,"2022-01-01","Kharif","PMFBY","Tripura","16",8.0,174069.0,11217.0,235456.0,46.79,32301.17,30.1,290.36,648.17,81.77,18.2,0.03,13.19,28.3,11.58,46.93,10.67,84.82,4.51,1111.0,968.63
251,"2022-01-01","Kharif","PMFBY","Uttar Pradesh","9",75.0,1797498.0,2003863.0,293832.0,1638.66,797269.27,15945.28,33374.52,33569.01,90.08,9.87,0.05,6.53,0.73,39.75,52.99,31.95,59.49,8.56,49791.0,82888.81
252,"2022-01-01","Kharif","PMFBY","Uttarakhand","5",13.0,49575.0,35065.0,23274.0,11.8,7789.09,155.78,78.02,78.02,90.56,9.42,0.02,12.36,9.69,12.01,65.94,17.34,81.07,1.59,4660.0,311.82
253,"2022-01-01","Kharif","WBCIS","Chhattisgarh","22",28.0,16083.0,8311.0,36521.0,16.98,20267.48,1013.37,2377.19,5582.12,88.15,11.81,0.04,4.66,14.3,69.3,11.74,17.11,60.39,22.5,597.0,8972.68
254,"2022-01-01","Kharif","WBCIS","Himachal Pradesh","2",10.0,9021.0,10626.0,380.0,2.47,2238.25,111.91,185.45,185.45,93.15,6.83,0.02,9.24,14.36,2.87,73.53,36.81,58.71,4.48,947.0,482.81
255,"2022-01-01","Kharif","WBCIS","Kerala","32",12.0,35505.0,16375.0,41632.0,25.55,20205.95,437.2,2784.94,2812.66,69.78,30.17,0.05,1.26,0.17,79.06,19.51,24.23,72.06,3.71,409.0,6034.8
256,"2022-01-01","Kharif","WBCIS","Maharashtra","27",26.0,88627.0,46096.0,68606.0,81.91,90063.7,4626.31,3907.07,4247.82,84.54,15.43,0.03,2.65,0.59,26.6,70.16,8.7,73.8,17.5,886.0,12781.2
257,"2022-01-01","Kharif","WBCIS","Rajasthan","8",13.0,7033.0,18688.0,1680.0,9.87,3719.43,185.97,244.57,244.57,90.63,9.17,0.2,7.18,2.33,57.83,32.66,7.51,19.84,72.65,363.0,675.11
258,"2022-01-01","Kharif","WBCIS","Uttar Pradesh","9",21.0,4790.0,5415.0,1489.0,2.3,2135.73,106.79,86.08,86.08,91.16,8.84,0.0,3.03,0.56,26.12,70.29,27.4,62.67,9.93,89.0,278.95
259,"2022-01-01","Kharif","WBCIS","Uttarakhand","5",11.0,58599.0,63964.0,13702.0,46.15,37350.29,1867.51,3464.41,3464.41,95.06,4.91,0.03,13.99,16.79,15.9,53.32,13.1,86.14,0.76,104.0,8796.33
260,"2022-01-01","Rabi","PMFBY","Assam","18",32.0,201085.0,3552.0,241503.0,163.17,169808.94,326.64,2104.08,5597.45,72.17,27.8,0.03,2.44,3.79,6.31,87.46,31.68,67.43,0.89,1466.0,8028.17
261,"2022-01-01","Rabi","PMFBY","Chhattisgarh","22",24.0,265216.0,1043418.0,218898.0,381.37,135686.82,2035.27,8773.0,8773.0,90.67,9.24,0.09,8.29,8.35,76.73,6.63,21.22,55.35,23.43,4574.0,19581.27
262,"2022-01-01","Rabi","PMFBY","Goa","30",2.0,35.0,0.0,71.0,0.01,3.26,0.05,0.04,0.04,85.92,14.08,-0.0,0.0,26.76,1.41,71.83,33.8,66.2,0.0,11.0,0.13
263,"2022-01-01","Rabi","PMFBY","Haryana","6",22.0,494210.0,625291.0,77325.0,826.67,529493.28,7942.37,14387.67,14393.4,89.28,10.69,0.03,0.89,0.04,15.14,83.93,23.45,57.55,19.0,6550.0,36723.44
264,"2022-01-01","Rabi","PMFBY","Himachal Pradesh","2",10.0,92008.0,95765.0,529.0,33.36,10008.57,150.13,576.52,576.52,91.77,8.2,0.03,5.34,2.82,8.0,83.84,35.15,59.57,5.28,125.0,1303.17
265,"2022-01-01","Rabi","PMFBY","Jammu And Kashmir","1",4.0,40830.0,41179.0,331.0,20.97,16826.75,252.4,739.27,739.27,95.97,4.0,0.03,7.44,1.51,2.11,88.94,30.76,64.41,4.83,57.0,1730.94
266,"2022-01-01","Rabi","PMFBY","Kerala","32",14.0,4442.0,5412.0,2640.0,3.8,3206.03,52.65,53.27,53.27,65.81,33.97,0.22,2.48,0.27,25.63,71.62,36.7,58.92,4.38,220.0,159.19
267,"2022-01-01","Rabi","PMFBY","Madhya Pradesh","23",52.0,2001069.0,7871270.0,18298.0,4123.84,1677328.64,25159.81,40901.38,40901.38,90.41,9.45,0.14,4.42,4.98,62.21,28.39,13.9,50.29,35.81,21381.0,106962.57
268,"2022-01-01","Rabi","PMFBY","Maharashtra","27",32.0,403409.0,88533.0,655127.0,533.94,202699.33,3292.64,12178.2,12178.2,81.4,18.58,0.02,3.06,1.51,31.02,64.41,9.55,79.1,11.35,1763.0,27649.04
269,"2022-01-01","Rabi","PMFBY","Manipur","14",7.0,224.0,1.0,256.0,0.17,53.28,1.05,0.63,0.07,57.59,41.63,0.78,3.11,21.01,48.64,27.24,45.91,31.13,22.96,10.0,1.76
270,"2022-01-01","Rabi","PMFBY","Meghalaya","17",3.0,67.0,63.0,4.0,0.03,16.65,0.83,1.21,0.13,35.82,64.18,0.0,0.0,94.03,0.0,5.97,68.66,31.34,0.0,3.0,2.17
271,"2022-01-01","Rabi","PMFBY","Odisha","21",28.0,28774.0,136925.0,51760.0,33.17,24209.15,344.67,344.65,344.65,88.63,11.31,0.06,4.69,8.83,68.99,17.49,17.4,71.0,11.6,678.0,1033.97
272,"2022-01-01","Rabi","PMFBY","Puducherry","34",3.0,10142.0,67.0,24382.0,7.99,5365.44,0.11,160.49,241.94,68.66,31.29,0.05,7.06,0.08,66.88,25.98,5.65,92.56,1.79,108.0,402.54
273,"2022-01-01","Rabi","PMFBY","Rajasthan","8",33.0,2347760.0,16811963.0,532008.0,4051.2,2311972.83,44860.58,103766.32,111499.58,87.72,12.15,0.13,7.38,8.92,63.43,20.27,20.39,52.86,26.75,10622.0,260126.48
274,"2022-01-01","Rabi","PMFBY","Sikkim","11",3.0,1366.0,5.0,1476.0,0.13,109.66,3.6,0.34,0.04,85.01,14.92,0.07,0.34,1.01,2.3,96.35,53.14,46.32,0.54,80.0,3.97
275,"2022-01-01","Rabi","PMFBY","Tamil Nadu","33",41.0,1266219.0,653081.0,5541645.0,1565.43,1009895.23,16352.1,107200.6,178868.18,70.7,29.27,0.03,10.02,0.21,48.02,41.75,9.34,87.46,3.2,11605.0,302420.88
276,"2022-01-01","Rabi","PMFBY","Tripura","16",8.0,93234.0,7476.0,112514.0,23.07,15933.97,15.38,213.61,247.7,82.72,17.26,0.02,11.74,25.2,12.04,51.02,13.0,85.62,1.38,76.0,476.69
277,"2022-01-01","Rabi","PMFBY","Uttar Pradesh","9",75.0,1688746.0,1899283.0,196349.0,1415.23,877741.97,13720.6,30791.97,30791.97,87.7,12.25,0.05,6.11,0.91,38.89,54.09,32.76,58.72,8.52,51035.0,75304.54
278,"2022-01-01","Rabi","PMFBY","Uttarakhand","5",13.0,66011.0,40240.0,42013.0,15.5,9044.8,135.67,251.54,251.54,88.73,11.25,0.02,11.52,9.84,11.18,67.46,23.61,75.04,1.35,5762.0,638.75
279,"2022-01-01","Rabi","WBCIS","Chhattisgarh","22",28.0,13519.0,10574.0,33384.0,15.55,18013.21,900.66,1944.26,4249.99,88.81,11.15,0.04,4.74,13.48,66.35,15.43,15.95,57.47,26.58,589.0,7094.91
280,"2022-01-01","Rabi","WBCIS","Himachal Pradesh","2",10.0,57097.0,64894.0,273.0,4208.43,33994.13,1699.71,2753.59,3494.6,91.72,8.26,0.02,9.69,13.16,1.79,75.36,36.11,58.04,5.85,1245.0,7947.9
281,"2022-01-01","Rabi","WBCIS","Kerala","32",12.0,46492.0,14320.0,59449.0,36.35,28966.44,488.97,3431.37,3431.81,69.29,30.66,0.05,2.21,0.32,70.65,26.82,23.26,73.88,2.86,342.0,7352.15
282,"2022-01-01","Rabi","WBCIS","Maharashtra","27",30.0,155304.0,96012.0,152856.0,192.36,260330.01,19669.45,30148.99,46769.64,81.76,18.19,0.05,1.56,1.52,39.6,57.32,15.12,75.44,9.44,1253.0,96588.08
283,"2022-01-01","Rabi","WBCIS","Rajasthan","8",22.0,29148.0,74243.0,54.0,19.13,23270.23,1163.51,2404.22,2404.22,93.34,6.65,0.01,7.54,14.48,60.75,17.23,14.81,23.22,61.97,841.0,5971.95
284,"2022-01-01","Rabi","WBCIS","Uttar Pradesh","9",28.0,1954.0,1747.0,444.0,1.19,826.96,41.35,53.14,58.08,88.41,11.55,0.04,7.58,0.5,38.11,53.81,47.33,43.59,9.08,80.0,152.57
285,"2022-01-01","Rabi","WBCIS","Uttarakhand","5",13.0,41494.0,18636.0,54394.0,4245.26,75080.07,3754.0,8849.58,8849.94,91.82,8.17,0.01,6.17,32.1,25.61,36.12,13.29,85.04,1.67,117.0,21453.52
